,index,fn,tid,title,wordsInTitle,url,imdbRating,ratingCount,duration,year,type,nrOfWins,nrOfNominations,nrOfPhotos,nrOfNewsArticles,nrOfUserReviews,nrOfGenre,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,FilmNoir,GameShow,History,Horror,Music,Musical,Mystery,News,RealityTV,Romance,SciFi,Short,Sport,TalkShow,Thriller,War,Western,emotion
167,1706,titles02/index.html.6871,tt1244668,Soul Kitchen (2009),soul kitchen,http://www.imdb.com/title/tt1244668/,7.3,22822.0,5940.0,2009.0,video.movie,3,9,0,149,22,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,happy
168,1707,titles02/index.html.6887,tt1064932,Willkommen bei den Sch'tis (2008),willkommen bei den sch tis,http://www.imdb.com/title/tt1064932/,7.1,22717.0,6360.0,2008.0,video.movie,0,0,3,26,44,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,happy
169,1709,titles02/index.html.6898,tt2347569,Frances Ha (2012),frances ha,http://www.imdb.com/title/tt2347569/,7.5,20887.0,5160.0,2012.0,video.movie,2,16,16,832,99,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,happy
170,1710,titles02/index.html.6900,tt2390361,Genug gesagt (2013),genug gesagt,http://www.imdb.com/title/tt2390361/,7.2,23038.0,5580.0,2013.0,video.movie,2,17,17,768,101,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,happy
171,1722,titles02/index.html.701,tt0529903,Bones - Die Knochenjägerin The Woman in the Tunnel (TV Episode 2006),bones die knochenj gerin the woman in the tunnel tv episode,http://www.imdb.com/title/tt0529903/,7.8,371.0,2580.0,2006.0,video.episode,0,0,0,0,1,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,happy
172,1748,titles02/index.html.842,tt0655400,Mystery Science Theater 3000 Blood Waters of Dr. Z (TV Episode 1999),mystery science theater blood waters of dr z tv episode,http://www.imdb.com/title/tt0655400/,7.9,157.0,5820.0,1999.0,video.episode,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,happy
173,1777,titles02/index.html.939,tt0276751,About a Boy oder: Der Tag der toten Ente (2002),about a boy oder der tag der toten ente,http://www.imdb.com/title/tt0276751/,7.1,118762.0,6060.0,2002.0,video.movie,11,20,23,1164,384,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,happy
174,2256,titles03/index.html.1665,tt0083413,Familienbande (TV Series 1982–1989),familienbande tv series,http://www.imdb.com/title/tt0083413/,7.1,8961.0,1800.0,1989.0,video.tv,21,41,53,632,53,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,happy
175,2259,titles03/index.html.1668,tt0083470,Remington Steele (TV Series 1982–1987),remington steele tv series,http://www.imdb.com/title/tt0083470/,7.3,3536.0,3600.0,1987.0,video.tv,1,1,51,85,27,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,happy
176,2290,titles03/index.html.1708,tt0085017,Die Fraggles (TV Series 1983–1987),die fraggles tv series,http://www.imdb.com/title/tt0085017/,8.0,2851.0,1800.0,1987.0,video.tv,4,3,7,302,24,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,happy
177,2337,titles03/index.html.1767,tt0086687,Die Bill Cosby Show (TV Series 1984–1992),die bill cosby show tv series,http://www.imdb.com/title/tt0086687/,7.5,19825.0,1800.0,1992.0,video.tv,49,50,98,639,88,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,happy
178,2376,titles03/index.html.1821,tt0088571,Das Model und der Schnüffler (TV Series 1985–1989),das model und der schn ffler tv series,http://www.imdb.com/title/tt0088571/,7.7,9823.0,3600.0,1989.0,video.tv,15,56,19,199,37,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,happy
179,2423,titles03/index.html.1878,tt0090500,Pee-wee's Playhouse (TV Series 1986–1991),pee wee s playhouse tv series,http://www.imdb.com/title/tt0090500/,8.0,1925.0,1800.0,1991.0,video.tv,18,47,44,105,30,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,happy
180,2431,titles03/index.html.1894,tt0091042,Ferris macht blau (1986),ferris macht blau,http://www.imdb.com/title/tt0091042/,7.9,189910.0,6180.0,1986.0,video.movie,0,0,121,484,428,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,happy
181,2433,titles03/index.html.1898,tt0091113,Ginger und Fred (1986),ginger und fred,http://www.imdb.com/title/tt0091113/,7.3,2951.0,7500.0,1986.0,video.movie,13,15,6,12,16,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,happy
182,2464,titles03/index.html.1944,tt0092345,DuckTales - Neues aus Entenhausen (TV Series 1987–1990),ducktales neues aus entenhausen tv series,http://www.imdb.com/title/tt0092345/,8.2,14372.0,1320.0,1990.0,video.tv,1,6,3,19,46,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,happy
183,2471,titles03/index.html.1953,tt0092695,Der tapfere kleine Toaster (1987),der tapfere kleine toaster,http://www.imdb.com/title/tt0092695/,7.3,16151.0,5400.0,1987.0,video.movie,0,1,11,48,55,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,happy
184,2472,titles03/index.html.1954,tt0092699,Broadcast News - Nachrichtenfieber (1987),broadcast news nachrichtenfieber,http://www.imdb.com/title/tt0092699/,7.2,17820.0,7980.0,1987.0,video.movie,17,11,16,351,95,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,happy
185,2476,titles03/index.html.1958,tt0092929,Verschwörung der Frauen (1988),verschw rung der frauen,http://www.imdb.com/title/tt0092929/,7.3,5012.0,7080.0,1988.0,video.movie,3,1,7,17,28,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,happy
186,2496,titles03/index.html.1988,tt0093565,Mondsüchtig (1987),monds chtig,http://www.imdb.com/title/tt0093565/,7.1,28592.0,6120.0,1987.0,video.movie,16,15,45,182,131,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,happy
187,2508,titles03/index.html.2001,tt0094012,Mel Brooks Spaceballs (1987),mel brooks spaceballs,http://www.imdb.com/title/tt0094012/,7.1,106024.0,5760.0,1987.0,video.movie,0,0,43,193,245,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,happy
188,2512,titles03/index.html.2007,tt0094517,Mystery Science Theater 3000 (TV Series 1988–1999),mystery science theater tv series,http://www.imdb.com/title/tt0094517/,8.7,13373.0,5820.0,1988.0,video.tv,1,11,44,332,210,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,happy
189,2514,titles03/index.html.2009,tt0094580,Whose Line Is It Anyway? (TV Series 1988–1998),whose line is it anyway tv series,http://www.imdb.com/title/tt0094580/,8.3,2903.0,2160.0,1988.0,video.tv,5,4,0,0,33,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,happy
190,2523,titles03/index.html.2024,tt0095031,Zwei hinreißend verdorbene Schurken (1988),zwei hinrei end verdorbene schurken,http://www.imdb.com/title/tt0095031/,7.3,41523.0,6600.0,1988.0,video.movie,1,0,32,106,117,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,happy
191,2525,titles03/index.html.2027,tt0095159,Ein Fisch namens Wanda (1988),ein fisch namens wanda,http://www.imdb.com/title/tt0095159/,7.6,92669.0,6480.0,1988.0,video.movie,8,15,53,198,172,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,happy
192,2534,titles03/index.html.2039,tt0095675,Frauen am Rande des Nervenzusammenbruchs (1988),frauen am rande des nervenzusammenbruchs,http://www.imdb.com/title/tt0095675/,7.6,20011.0,5400.0,1988.0,video.movie,25,19,18,152,55,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,happy
193,2536,titles03/index.html.2040,tt0095715,Neco z Alenky (1988),neco z alenky,http://www.imdb.com/title/tt0095715/,7.5,6440.0,5160.0,1988.0,video.movie,1,1,12,0,73,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,happy
194,2543,titles03/index.html.2053,tt0096289,Das Kuckucksei (1988),das kuckucksei,http://www.imdb.com/title/tt0096289/,7.7,4960.0,7200.0,1988.0,video.movie,1,3,11,41,55,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,happy
195,2551,titles03/index.html.2062,tt0096657,Mr. Bean (TV Series 1990–1995),mr bean tv series,http://www.imdb.com/title/tt0096657/,8.6,38261.0,1440.0,1990.0,video.tv,3,7,62,221,45,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,happy
196,2553,titles03/index.html.2064,tt0096697,Die Simpsons (TV Series 1989– ),die simpsons tv series,http://www.imdb.com/title/tt0096697/,9.0,170336.0,1320.0,1989.0,video.tv,124,168,434,4488,662,3,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,happy
197,2556,titles03/index.html.2067,tt0096764,Die Abenteuer des Baron Münchhausen (1988),die abenteuer des baron m nchhausen,http://www.imdb.com/title/tt0096764/,7.2,33937.0,7560.0,1988.0,video.movie,6,9,37,88,132,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,happy
198,2562,titles03/index.html.2082,tt0097223,Die Zeit der Zigeuner (1988),die zeit der zigeuner,http://www.imdb.com/title/tt0097223/,8.3,13586.0,8520.0,1988.0,video.movie,2,4,4,2,248,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,happy
199,2563,titles03/index.html.2083,tt0097239,Miss Daisy und ihr Chauffeur (1989),miss daisy und ihr chauffeur,http://www.imdb.com/title/tt0097239/,7.4,52757.0,5940.0,1989.0,video.movie,24,14,34,711,122,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,happy
200,2572,titles03/index.html.2096,tt0097702,Die Seifendiebe (1989),die seifendiebe,http://www.imdb.com/title/tt0097702/,7.1,742.0,5640.0,1989.0,video.movie,6,1,6,0,14,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,happy
201,2585,titles03/index.html.2113,tt0098258,Teen Lover (1989),teen lover,http://www.imdb.com/title/tt0098258/,7.5,52805.0,6000.0,1989.0,video.movie,1,2,28,57,213,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,happy
202,2592,titles03/index.html.2123,tt0098800,Der Prinz von Bel-Air (TV Series 1990–1996),der prinz von bel air tv series,http://www.imdb.com/title/tt0098800/,8.0,59720.0,1440.0,1990.0,video.tv,13,21,121,281,91,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,happy
203,2593,titles03/index.html.2124,tt0098904,Seinfeld (TV Series 1989–1998),seinfeld tv series,http://www.imdb.com/title/tt0098904/,9.0,119596.0,1380.0,1989.0,video.tv,58,131,23,2399,344,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,happy
204,2611,titles03/index.html.2153,tt0099785,Kevin - Allein zu Haus (1990),kevin allein zu haus,http://www.imdb.com/title/tt0099785/,7.4,214100.0,6180.0,1990.0,video.movie,10,4,30,1258,255,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,happy
205,2630,titles03/index.html.2177,tt0100935,Wild at Heart - Die Geschichte von Sailor und Lula (1990),wild at heart die geschichte von sailor und lula,http://www.imdb.com/title/tt0100935/,7.3,48623.0,7500.0,1990.0,video.movie,2,5,13,213,182,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,happy
206,2632,titles03/index.html.2180,tt0101188,Rugrats (TV Series 1991–2004),rugrats tv series,http://www.imdb.com/title/tt0101188/,7.6,16734.0,1800.0,1991.0,video.tv,20,21,220,64,95,3,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,happy
207,2642,titles03/index.html.2195,tt0101605,Die Commitments (1991),die commitments,http://www.imdb.com/title/tt0101605/,7.5,21759.0,7080.0,1991.0,video.movie,10,6,24,78,102,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,happy
208,2646,titles03/index.html.2202,tt0101889,König der Fischer (1991),k nig der fischer,http://www.imdb.com/title/tt0101889/,7.6,48343.0,8220.0,1991.0,video.movie,16,20,21,274,146,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,happy
209,2649,titles03/index.html.2209,tt0102293,Lik Wong (1991),lik wong,http://www.imdb.com/title/tt0102293/,7.2,8066.0,5460.0,1991.0,video.movie,0,0,8,37,128,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,happy
210,2655,titles03/index.html.2216,tt0102571,Die Volksschule (1991),die volksschule,http://www.imdb.com/title/tt0102571/,8.2,1696.0,6000.0,1991.0,video.movie,2,0,0,0,6,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,happy
211,2671,titles03/index.html.2237,tt0103363,The Big Breakfast (TV Series 1992–2002),the big breakfast tv series,http://www.imdb.com/title/tt0103363/,8.6,956.0,7200.0,1992.0,video.tv,5,6,0,0,4,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,happy
212,2678,titles03/index.html.2248,tt0103850,Bob Roberts (1992),bob roberts,http://www.imdb.com/title/tt0103850/,7.1,10452.0,6120.0,1992.0,video.movie,5,1,12,26,93,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,happy
213,2679,titles03/index.html.2249,tt0103873,Braindead (1992),braindead,http://www.imdb.com/title/tt0103873/,7.6,64939.0,5640.0,1992.0,video.movie,13,3,4,282,548,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,happy
214,2681,titles03/index.html.2251,tt0103905,Mann beißt Hund (1992),mann bei t hund,http://www.imdb.com/title/tt0103905/,7.7,23196.0,5700.0,1992.0,video.movie,6,4,20,102,204,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,happy
215,2690,titles03/index.html.2265,tt0104466,Ehemänner und Ehefrauen (1992),ehem nner und ehefrauen,http://www.imdb.com/title/tt0104466/,7.6,16956.0,6480.0,1992.0,video.movie,12,5,11,157,69,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,happy
216,2693,titles03/index.html.2269,tt0104580,Jutai (1991),jutai,http://www.imdb.com/title/tt0104580/,7.1,39.0,6480.0,1991.0,video.movie,0,0,2,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,happy
217,2696,titles03/index.html.2274,tt0104694,Eine Klasse für sich (1992),eine klasse f r sich,http://www.imdb.com/title/tt0104694/,7.1,57804.0,7680.0,1992.0,video.movie,6,5,67,344,147,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,happy
218,2698,titles03/index.html.2279,tt0104940,Die Muppets Weihnachtsgeschichte (1992),die muppets weihnachtsgeschichte,http://www.imdb.com/title/tt0104940/,7.7,26423.0,5100.0,1992.0,video.movie,1,0,30,134,137,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,happy
219,2699,titles03/index.html.2280,tt0104952,Mein Vetter Winnie (1992),mein vetter winnie,http://www.imdb.com/title/tt0104952/,7.5,68772.0,7200.0,1992.0,video.movie,3,2,18,204,188,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,happy
220,2705,titles03/index.html.2289,tt0105435,Sneakers - Die Lautlosen (1992),sneakers die lautlosen,http://www.imdb.com/title/tt0105435/,7.1,38270.0,7560.0,1992.0,video.movie,0,0,29,67,106,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,happy
221,2713,titles03/index.html.2298,tt0105958,Das Leben und ich (TV Series 1993–2000),das leben und ich tv series,http://www.imdb.com/title/tt0105958/,8.1,24978.0,1800.0,1993.0,video.tv,5,16,27,797,251,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,happy
222,2719,titles03/index.html.2305,tt0106387,Benny und Joon (1993),benny und joon,http://www.imdb.com/title/tt0106387/,7.2,38233.0,5880.0,1993.0,video.movie,0,3,54,0,155,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,happy
223,2724,titles03/index.html.2313,tt0106677,Confusion - Sommer der Ausgeflippten (1993),confusion sommer der ausgeflippten,http://www.imdb.com/title/tt0106677/,7.7,89248.0,6120.0,1993.0,video.movie,0,0,24,792,371,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,happy
224,2735,titles03/index.html.2329,tt0107156,Das Hochzeitsbankett (1993),das hochzeitsbankett,http://www.imdb.com/title/tt0107156/,7.7,9117.0,6360.0,1993.0,video.movie,12,7,14,48,37,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,happy
225,2742,titles03/index.html.2338,tt0107507,Manhattan Murder Mystery (1993),manhattan murder mystery,http://www.imdb.com/title/tt0107507/,7.4,22634.0,6240.0,1993.0,video.movie,0,3,17,55,80,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,happy
226,2746,titles03/index.html.2342,tt0107616,Viel Lärm um nichts (1993),viel l rm um nichts,http://www.imdb.com/title/tt0107616/,7.5,31993.0,6660.0,1993.0,video.movie,5,6,51,562,156,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,happy
227,2758,titles03/index.html.2358,tt0108037,Herkules und die Sandlot-Kids (1993),herkules und die sandlot kids,http://www.imdb.com/title/tt0108037/,7.8,43689.0,6060.0,1993.0,video.movie,1,0,44,68,138,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,happy
228,2761,titles03/index.html.2361,tt0108122,Short Cuts (1993),short cuts,http://www.imdb.com/title/tt0108122/,7.7,30235.0,11220.0,1993.0,video.movie,23,7,31,222,128,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,happy
229,2776,titles03/index.html.2383,tt0108778,Friends (TV Series 1994–2004),friends tv series,http://www.imdb.com/title/tt0108778/,9.0,286373.0,1320.0,1994.0,video.tv,58,158,1097,525,725,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,happy
230,2781,titles03/index.html.2388,tt0109045,Priscilla - Königin der Wüste (1994),priscilla k nigin der w ste,http://www.imdb.com/title/tt0109045/,7.5,29833.0,6240.0,1994.0,video.movie,9,16,41,5,125,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,happy
231,2782,titles03/index.html.2389,tt0109117,Andaz Apna Apna (1994),andaz apna apna,http://www.imdb.com/title/tt0109117/,8.7,16180.0,9600.0,1994.0,video.movie,0,0,0,0,52,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,happy
232,2788,titles03/index.html.2394,tt0109348,Bullets Over Broadway (1994),bullets over broadway,http://www.imdb.com/title/tt0109348/,7.5,24751.0,5880.0,1994.0,video.movie,20,13,25,219,77,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,happy
233,2791,titles03/index.html.2401,tt0109686,Dumm und Dümmer (1994),dumm und d mmer,http://www.imdb.com/title/tt0109686/,7.3,217692.0,6420.0,1994.0,video.movie,4,3,55,875,409,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,happy
234,2793,titles03/index.html.2405,tt0109831,Vier Hochzeiten und ein Todesfall (1994),vier hochzeiten und ein todesfall,http://www.imdb.com/title/tt0109831/,7.1,87868.0,7020.0,1994.0,video.movie,24,16,46,652,186,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,happy
235,2795,titles03/index.html.2408,tt0110008,Pom Poko (1994),pom poko,http://www.imdb.com/title/tt0110008/,7.4,9081.0,7140.0,1994.0,video.movie,3,1,20,24,43,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,happy
236,2797,titles03/index.html.2410,tt0110076,Hum Aapke Hain Koun...! (1994),hum aapke hain koun,http://www.imdb.com/title/tt0110076/,7.6,6825.0,12360.0,1994.0,video.movie,6,0,4,0,31,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,happy
237,2801,titles03/index.html.2418,tt0110598,Muriels Hochzeit (1994),muriels hochzeit,http://www.imdb.com/title/tt0110598/,7.2,23342.0,6360.0,1994.0,video.movie,8,9,18,146,150,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,happy
238,2804,titles03/index.html.2421,tt0110684,Nobody's Fool - Auf Dauer unwiderstehlich (1994),nobody s fool auf dauer unwiderstehlich,http://www.imdb.com/title/tt0110684/,7.4,12952.0,6600.0,1994.0,video.movie,5,6,16,18,81,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,happy
239,2820,titles03/index.html.2449,tt0111797,Eat Drink Man Woman (1994),eat drink man woman,http://www.imdb.com/title/tt0111797/,7.8,11654.0,7440.0,1994.0,video.movie,6,9,14,41,68,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,happy
240,2822,titles03/index.html.2450,tt0112005,The Home Court (TV Series 1995–1996),the home court tv series,http://www.imdb.com/title/tt0112005/,7.4,9.0,1800.0,1995.0,video.tv,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,happy
241,2828,titles03/index.html.2456,tt0112389,The Princess and the Cobbler (1993),the princess and the cobbler,http://www.imdb.com/title/tt0112389/,7.3,2016.0,4320.0,1993.0,video.movie,0,0,7,8,46,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,happy
242,2857,titles03/index.html.2494,tt0113537,Kicking and Screaming (1995),kicking and screaming,http://www.imdb.com/title/tt0113537/,7.1,5717.0,5760.0,1995.0,video.movie,0,0,18,41,65,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,happy
243,2865,titles03/index.html.2501,tt0113819,Geliebte Aphrodite (1995),geliebte aphrodite,http://www.imdb.com/title/tt0113819/,7.1,25957.0,5700.0,1995.0,video.movie,13,8,20,110,83,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,happy
244,2879,titles03/index.html.2518,tt0114478,Smoke - Raucher unter sich (1995),smoke raucher unter sich,http://www.imdb.com/title/tt0114478/,7.5,24134.0,6720.0,1995.0,video.movie,9,7,17,39,69,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,happy
245,2883,titles03/index.html.2521,tt0114594,Unter Haien in Hollywood (1994),unter haien in hollywood,http://www.imdb.com/title/tt0114594/,7.2,16525.0,6060.0,1994.0,video.movie,5,2,25,91,145,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,happy
246,2893,titles03/index.html.2536,tt0115231,Kenan & Kel (TV Series 1996–2000),kenan kel tv series,http://www.imdb.com/title/tt0115231/,7.9,9133.0,1800.0,1996.0,video.tv,3,7,0,0,38,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,happy
247,2895,titles03/index.html.2538,tt0115314,Percy tårar (TV Mini-Series 1996),percy t rar tv mini series,http://www.imdb.com/title/tt0115314/,8.2,787.0,10260.0,1996.0,video.tv,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,happy
248,2906,titles03/index.html.2551,tt0115734,Durchgeknallt (1996),durchgeknallt,http://www.imdb.com/title/tt0115734/,7.2,41618.0,5460.0,1996.0,video.movie,2,0,22,301,171,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,happy
249,2926,titles03/index.html.2574,tt0116488,Hard Core Logo (1996),hard core logo,http://www.imdb.com/title/tt0116488/,7.5,2089.0,5520.0,1996.0,video.movie,4,6,16,73,39,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,happy
250,2951,titles03/index.html.2611,tt0117771,Zwei Helden (1996),zwei helden,http://www.imdb.com/title/tt0117771/,7.1,778.0,5400.0,1996.0,video.movie,4,0,0,0,5,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,happy
